Date, Open, High, Low, Close
2016-02-23, 6037.73, 6037.73, 5954.18, 5962.31
2016-02-22, 5950.23, 6065.81, 5950.23, 6037.73
2016-02-19, 5971.95, 6001.22, 5916.26, 5950.23
2016-02-18, 6030.32, 6036.46, 5948.25, 5971.95
2016-02-17, 5862.17, 6030.32, 5862.17, 6030.32
2016-02-16, 5824.28, 5880.72, 5812.49, 5862.17
2016-02-15, 5707.60, 5844.53, 5707.60, 5824.28
2016-02-12, 5536.97, 5707.60, 5536.97, 5707.60
2016-02-11, 5672.30, 5672.30, 5499.51, 5536.97
2016-02-10, 5632.19, 5712.78, 5616.88, 5672.30
2016-02-09, 5689.36, 5739.25, 5596.26, 5632.19
2016-02-08, 5848.06, 5882.43, 5666.13, 5689.36
2016-02-05, 5898.76, 5945.90, 5839.36, 5848.06
2016-02-04, 5837.14, 5938.12, 5831.12, 5898.76
2016-02-03, 5922.01, 5924.58, 5791.04, 5837.14
2016-02-02, 6060.10, 6060.45, 5889.60, 5922.01
2016-02-01, 6083.79, 6115.11, 5993.84, 6060.10
2016-01-29, 5931.78, 6083.79, 5931.78, 6083.79
2016-01-28, 5990.37, 6020.54, 5889.37, 5931.78
2016-01-27, 5911.46, 5990.37, 5870.75, 5990.37
2016-01-26, 5877.00, 5919.17, 5771.37, 5911.46
2016-01-25, 5900.01, 5933.47, 5851.83, 5877.00
2016-01-22, 5773.79, 5926.94, 5773.79, 5900.01
2016-01-21, 5673.58, 5781.24, 5659.15, 5773.79
2016-01-20, 5876.80, 5876.80, 5639.88, 5673.58
2016-01-19, 5779.92, 5915.69, 5779.92, 5876.80
2016-01-18, 5804.10, 5852.09, 5766.50, 5779.92
2016-01-15, 5918.23, 5934.62, 5769.23, 5804.10
2016-01-14, 5960.97, 5960.97, 5829.26, 5918.23
2016-01-13, 5929.24, 6011.13, 5929.24, 5960.97
2016-01-12, 5871.83, 5985.80, 5866.67, 5929.24
2016-01-11, 5912.44, 5941.93, 5871.83, 5871.83
2016-01-08, 5954.08, 6013.38, 5912.44, 5912.44
2016-01-07, 6073.38, 6073.38, 5887.97, 5954.08
2016-01-06, 6137.24, 6137.24, 6018.65, 6073.38
2016-01-05, 6093.43, 6166.26, 6079.23, 6137.24
2016-01-04, 6242.32, 6242.32, 6071.01, 6093.43
2016-01-01, 6242.32, 6278.31, 6233.03, 6242.32
2015-12-31, 6274.05, 6278.31, 6233.03, 6242.32
2015-12-30, 6314.57, 6314.57, 6261.48, 6274.05
2015-12-29, 6254.64, 6314.57, 6245.24, 6314.57
2015-12-28, 6254.64, 6259.86, 6236.85, 6254.64
2015-12-25, 6254.64, 6259.86, 6236.85, 6254.64
2015-12-24, 6240.98, 6259.86, 6236.85, 6254.64
2015-12-23, 6083.10, 6248.50, 6083.10, 6240.98
2015-12-22, 6034.84, 6090.58, 6031.82, 6083.10
2015-12-21, 6052.42, 6113.96, 6034.84, 6034.84
2015-12-18, 6102.54, 6105.57, 6051.74, 6052.42
2015-12-17, 6061.19, 6160.78, 6061.19, 6102.54
2015-12-16, 6017.79, 6089.31, 6016.25, 6061.19
2015-12-15, 5874.06, 6036.68, 5874.06, 6017.79
2015-12-14, 5952.78, 6009.92, 5871.88, 5874.06
2015-12-11, 6088.05, 6088.05, 5949.84, 5952.78
2015-12-10, 6126.68, 6127.09, 6079.96, 6088.05
2015-12-09, 6135.22, 6175.75, 6101.22, 6126.68
2015-12-08, 6223.52, 6224.86, 6120.68, 6135.22
2015-12-07, 6238.29, 6287.23, 6215.17, 6223.52
2015-12-04, 6275.00, 6277.59, 6219.50, 6238.29
2015-12-03, 6420.93, 6444.72, 6275.00, 6275.00
2015-12-02, 6395.65, 6447.34, 6395.20, 6420.93
2015-12-01, 6395.65, 6402.36, 6356.09, 6395.65
2015-11-30, 6375.15, 6387.11, 6329.92, 6356.09
2015-11-27, 6393.13, 6393.13, 6345.30, 6375.15
2015-11-26, 6337.64, 6395.33, 6333.92, 6393.13
2015-11-25, 6277.23, 6348.05, 6277.23, 6337.64
2015-11-24, 6305.49, 6305.49, 6221.33, 6277.23
2015-11-23, 6334.63, 6334.63, 6267.05, 6305.49
2015-11-20, 6329.93, 6360.73, 6311.76, 6334.63
2015-11-19, 6278.97, 6366.85, 6278.97, 6329.93
2015-11-18, 6268.76, 6283.90, 6228.15, 6278.97
2015-11-17, 6146.38, 6269.44, 6146.38, 6268.76
2015-11-16, 6118.28, 6161.90, 6079.79, 6146.38
2015-11-13, 6178.68, 6178.95, 6088.76, 6118.28
2015-11-12, 6297.20, 6300.90, 6178.68, 6178.68
2015-11-11, 6275.28, 6327.16, 6272.69, 6297.20
2015-11-10, 6295.16, 6329.69, 6250.31, 6275.28
2015-11-09, 6353.83, 6380.42, 6292.05, 6295.16
2015-11-06, 6364.90, 6395.19, 6332.73, 6353.83
2015-11-05, 6412.88, 6421.81, 6358.12, 6364.90
2015-11-04, 6383.61, 6459.46, 6383.04, 6412.88
2015-11-03, 6361.80, 6383.61, 6344.70, 6383.61
2015-11-02, 6361.09, 6364.42, 6317.29, 6361.80
2015-10-30, 6395.80, 6410.28, 6337.65, 6361.09
2015-10-29, 6437.80, 6437.85, 6358.16, 6395.80
2015-10-28, 6365.27, 6448.46, 6355.78, 6437.80
2015-10-27, 6417.02, 6419.62, 6365.27, 6365.27
2015-10-26, 6444.08, 6453.00, 6405.38, 6417.02
2015-10-23, 6376.28, 6487.89, 6376.28, 6444.08
2015-10-22, 6348.42, 6387.28, 6321.65, 6376.28
2015-10-21, 6345.13, 6387.29, 6316.30, 6348.42
2015-10-20, 6352.33, 6367.75, 6319.25, 6345.13
2015-10-19, 6378.04, 6408.09, 6336.27, 6352.33
2015-10-16, 6338.67, 6398.23, 6338.67, 6378.04
2015-10-15, 6269.61, 6351.43, 6269.61, 6338.67
2015-10-14, 6342.28, 6342.28, 6268.29, 6269.61
2015-10-13, 6371.18, 6371.18, 6303.02, 6342.28
2015-10-12, 6416.16, 6416.16, 6351.34, 6371.18
2015-10-09, 6374.82, 6453.22, 6374.82, 6416.16
2015-10-08, 6336.35, 6380.30, 6303.46, 6374.82
2015-10-07, 6326.16, 6396.34, 6319.77, 6336.35
2015-10-06, 6298.92, 6343.71, 6255.10, 6326.16
2015-10-05, 6129.98, 6301.05, 6129.98, 6298.92
2015-10-02, 6072.47, 6176.20, 6051.62, 6129.98
2015-10-01, 6061.61, 6172.78, 6053.26, 6072.47
2015-09-30, 5909.24, 6061.61, 5909.24, 6061.61
2015-09-29, 5958.86, 5958.86, 5877.08, 5909.24
2015-09-28, 6109.01, 6110.31, 5958.86, 5958.86
2015-09-25, 5961.49, 6120.67, 5961.49, 6109.01
2015-09-24, 6032.24, 6055.64, 5947.19, 5961.49
2015-09-23, 5935.84, 6067.56, 5933.23, 6032.24
2015-09-22, 6108.71, 6111.57, 5935.84, 5935.84
2015-09-21, 6104.11, 6168.74, 6083.64, 6108.71
2015-09-18, 6186.99, 6188.74, 6053.87, 6104.11
2015-09-17, 6229.21, 6239.86, 6182.63, 6186.99
2015-09-16, 6137.60, 6244.94, 6137.60, 6229.21
2015-09-15, 6084.59, 6158.08, 6019.92, 6137.60
2015-09-14, 6117.76, 6191.82, 6065.43, 6084.59
2015-09-11, 6155.81, 6174.28, 6113.10, 6117.76
2015-09-10, 6229.01, 6229.01, 6127.52, 6155.81
2015-09-09, 6146.10, 6284.17, 6146.10, 6229.01
2015-09-08, 6074.52, 6196.47, 6074.52, 6146.10
2015-09-07, 6042.92, 6125.67, 6042.92, 6074.52
2015-09-04, 6194.10, 6194.10, 6040.49, 6042.92
2015-09-03, 6083.31, 6215.74, 6083.31, 6194.10
2015-09-02, 6058.54, 6161.68, 6021.36, 6083.31
2015-09-01, 6247.94, 6247.94, 6028.71, 6058.54
2015-08-31, 6247.94, 6247.94, 6152.01, 6247.94
2015-08-28, 6192.03, 6247.94, 6152.01, 6247.94
2015-08-27, 5979.20, 6212.48, 5979.20, 6192.03
2015-08-26, 6081.34, 6095.05, 5949.94, 5979.20
2015-08-25, 5898.87, 6115.74, 5898.87, 6081.34
2015-08-24, 6187.65, 6187.65, 5768.22, 5898.87
2015-08-21, 6367.89, 6367.89, 6187.65, 6187.65
2015-08-20, 6403.45, 6408.61, 6359.71, 6367.89
2015-08-19, 6526.29, 6526.52, 6403.45, 6403.45
2015-08-18, 6550.30, 6564.55, 6505.69, 6526.29
2015-08-17, 6550.74, 6585.88, 6507.76, 6550.30
2015-08-14, 6568.33, 6603.17, 6544.42, 6550.74
2015-08-13, 6571.19, 6634.71, 6553.45, 6568.33
2015-08-12, 6664.54, 6664.54, 6536.41, 6571.19
2015-08-11, 6736.22, 6736.22, 6663.98, 6664.54
2015-08-10, 6718.49, 6751.49, 6653.65, 6736.22
2015-08-07, 6747.09, 6754.77, 6718.49, 6718.49
2015-08-06, 6752.41, 6763.34, 6717.49, 6747.09
2015-08-05, 6686.57, 6764.82, 6686.57, 6752.41
2015-08-04, 6688.62, 6715.51, 6644.65, 6686.57
2015-08-03, 6696.28, 6710.79, 6668.18, 6688.62
2015-07-31, 6668.87, 6705.42, 6646.26, 6696.28
2015-07-30, 6631.00, 6697.40, 6631.00, 6668.87
2015-07-29, 6555.28, 6634.04, 6555.28, 6631.00
2015-07-28, 6505.13, 6569.45, 6505.13, 6555.28
2015-07-27, 6579.81, 6589.48, 6495.67, 6505.13
2015-07-24, 6655.01, 6684.81, 6573.96, 6579.81
2015-07-23, 6667.34, 6711.49, 6644.85, 6655.01
2015-07-22, 6769.07, 6769.07, 6653.39, 6667.34
2015-07-21, 6788.69, 6800.13, 6758.75, 6769.07
2015-07-20, 6775.08, 6813.41, 6772.09, 6788.69
2015-07-17, 6796.45, 6799.78, 6764.80, 6775.08
2015-07-16, 6753.75, 6805.14, 6752.09, 6796.45
2015-07-15, 6753.75, 6775.91, 6728.49, 6753.75
2015-07-14, 6737.95, 6753.75, 6710.62, 6753.75
2015-07-13, 6673.38, 6743.05, 6673.38, 6737.95
2015-07-10, 6581.63, 6687.57, 6581.63, 6673.38
2015-07-09, 6490.70, 6594.18, 6490.70, 6581.63
2015-07-08, 6432.21, 6515.06, 6430.36, 6490.70
2015-07-07, 6535.68, 6543.80, 6432.21, 6432.21
2015-07-06, 6585.78, 6585.78, 6506.71, 6535.68
2015-07-03, 6630.47, 6630.75, 6572.46, 6585.78
2015-07-02, 6608.59, 6647.70, 6600.37, 6630.47
2015-07-01, 6520.98, 6637.34, 6520.98, 6608.59
2015-06-30, 6620.48, 6620.75, 6520.98, 6520.98
2015-06-29, 6753.70, 6753.70, 6598.64, 6620.48
2015-06-26, 6807.82, 6807.82, 6731.13, 6753.70
2015-06-25, 6844.80, 6869.04, 6798.80, 6807.82
2015-06-24, 6834.87, 6873.43, 6834.32, 6844.80
2015-06-23, 6825.67, 6856.49, 6825.67, 6834.87
2015-06-22, 6710.45, 6825.67, 6710.45, 6825.67
2015-06-19, 6707.88, 6759.29, 6691.82, 6710.45
2015-06-18, 6680.55, 6707.88, 6625.16, 6707.88
2015-06-17, 6710.10, 6731.54, 6665.95, 6680.55
2015-06-16, 6710.52, 6723.49, 6656.90, 6710.10
2015-06-15, 6784.92, 6784.92, 6708.50, 6710.52
2015-06-12, 6846.74, 6846.74, 6760.06, 6784.92
2015-06-11, 6830.27, 6870.19, 6807.29, 6846.74
2015-06-10, 6753.80, 6843.57, 6734.15, 6830.27
2015-06-09, 6790.04, 6803.75, 6736.88, 6753.80
2015-06-08, 6804.60, 6827.16, 6781.66, 6790.04
2015-06-05, 6859.24, 6859.24, 6785.15, 6804.60
2015-06-04, 6950.46, 6950.46, 6838.95, 6859.24
2015-06-03, 6928.27, 6985.69, 6901.79, 6950.46
2015-06-02, 6953.58, 6972.25, 6872.12, 6928.27
2015-06-01, 6984.43, 7037.58, 6942.66, 6953.58
2015-05-29, 7040.92, 7069.93, 6967.92, 6984.43
2015-05-28, 7033.33, 7049.62, 7005.88, 7040.92
2015-05-27, 6948.99, 7054.14, 6948.62, 7033.33
2015-05-26, 7031.72, 7039.55, 6930.28, 6948.99
2015-05-25, 7031.72, 7061.66, 7013.47, 7031.72
2015-05-22, 7013.47, 7061.66, 7013.47, 7031.72
2015-05-21, 7007.26, 7026.01, 6994.26, 7013.47
2015-05-20, 6995.10, 7018.70, 6962.06, 7007.26
2015-05-19, 6968.87, 7011.35, 6968.87, 6995.10
2015-05-18, 6960.49, 7015.49, 6931.64, 6968.87
2015-05-15, 6973.04, 7009.41, 6937.12, 6960.49
2015-05-14, 6949.63, 6977.93, 6884.63, 6973.04
2015-05-13, 6933.80, 6989.91, 6920.65, 6949.63
2015-05-12, 7029.85, 7029.85, 6887.52, 6933.80
2015-05-11, 7046.82, 7083.72, 7025.17, 7029.85
2015-05-08, 6886.95, 7046.82, 6885.79, 7046.82
2015-05-07, 6933.74, 6933.74, 6810.05, 6886.95
2015-05-06, 6927.58, 6974.82, 6913.46, 6933.74
2015-05-05, 6985.95, 7053.18, 6927.58, 6927.58
2015-05-04, 6985.95, 6995.41, 6919.39, 6985.95
2015-05-01, 6960.63, 6995.41, 6919.39, 6985.95
2015-04-30, 6946.28, 6970.34, 6906.24, 6960.63
2015-04-29, 7030.53, 7058.19, 6945.56, 6946.28
2015-04-28, 7103.98, 7103.99, 6983.97, 7030.53
2015-04-27, 7070.70, 7122.74, 7025.27, 7103.98
2015-04-24, 7053.67, 7102.59, 7051.17, 7070.70
2015-04-23, 7028.24, 7055.15, 6995.79, 7053.67
2015-04-22, 7062.93, 7092.34, 6997.15, 7028.24
2015-04-21, 7052.13, 7105.13, 7030.00, 7062.93
2015-04-20, 6994.63, 7067.84, 6994.63, 7052.13
2015-04-17, 7060.45, 7093.52, 6979.32, 6994.63
2015-04-16, 7096.78, 7119.35, 7057.74, 7060.45
2015-04-15, 7075.26, 7111.72, 7058.34, 7096.78
2015-04-14, 7064.30, 7086.06, 7044.60, 7075.26
2015-04-13, 7089.77, 7089.84, 7046.68, 7064.30
2015-04-10, 7015.36, 7095.36, 7015.36, 7089.77
2015-04-09, 6937.41, 7016.99, 6937.41, 7015.36
2015-04-08, 6961.77, 7012.06, 6931.59, 6937.41
2015-04-07, 6833.46, 6967.69, 6833.46, 6961.77
2015-04-06, 6833.46, 6849.91, 6801.27, 6833.46
2015-04-03, 6833.46, 6849.91, 6801.27, 6833.46
2015-04-02, 6809.50, 6849.91, 6801.27, 6833.46
2015-04-01, 6773.04, 6856.43, 6765.40, 6809.50
2015-03-31, 6891.43, 6910.07, 6765.05, 6773.04
2015-03-30, 6855.02, 6914.60, 6855.02, 6891.43
